lane,reason,player1_name,player2_name,player1_normalized,player2_normalized,capture_date_first,capture_date_last,snapshot_count,source_files,details
ATP,unresolved_full_name,Taylor Fritz,Zizou Bergs,taylor fritz,zizou bergs,2026-07-26,2026-07-27,35,pinnacle-history-20260726-160542.csv|pinnacle-history-20260726-163543.csv|pinnacle-history-20260726-170543.csv|pinnacle-history-20260726-173545.csv|pinnacle-history-20260726-180542.csv|pinnacle-history-20260726-183541.csv|pinnacle-history-20260726-190544.csv|pinnacle-history-20260726-193541.csv|pinnacle-history-20260726-200541.csv|pinnacle-history-20260726-203541.csv|pinnacle-history-20260726-210545.csv|pinnacle-history-20260726-213753.csv|pinnacle-history-20260726-220542.csv|pinnacle-history-20260726-223545.csv|pinnacle-history-20260727-091427.csv|pinnacle-history-20260727-093542.csv|pinnacle-history-20260727-094031.csv|pinnacle-history-20260727-100543.csv|pinnacle-history-20260727-101035.csv|pinnacle-history-20260727-104032.csv|pinnacle-history-20260727-111226.csv|pinnacle-history-20260727-114434.csv|pinnacle-history-20260727-125910.csv|pinnacle-history-20260727-131658.csv|pinnacle-history-20260727-134635.csv|pinnacle-history-20260727-141132.csv|pinnacle-history-20260727-144307.csv|pinnacle-history-20260727-151650.csv|pinnacle-history-20260727-154041.csv|pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv,player1
ATP,unresolved_full_name,Thiago Monteiro,Pierre-Hugues Herbert,thiago monteiro,pierre hugues herbert,2026-07-11,2026-07-11,7,pinnacle-history-20260711-070013.csv|pinnacle-history-20260711-073011.csv|pinnacle-history-20260711-080010.csv|pinnacle-history-20260711-083011.csv|pinnacle-history-20260711-090015.csv|pinnacle-history-20260711-091049.csv|pinnacle-history-20260711-093721.csv,player1
ATP,unresolved_full_name,Veronika Erjavec,Kaitlin Quevedo,veronika erjavec,kaitlin quevedo,2026-04-11,2026-04-11,1,pinnacle-history-20260411-090938.csv,player1
ATP,unresolved_full_name,Veronika Erjavec,Leyre Romero Gormaz,veronika erjavec,leyre romero gormaz,2026-04-09,2026-04-09,1,pinnacle-history-20260409-230929.csv,player1
ATP,unresolved_full_name,Viktorija Golubic,Linda Noskova,viktorija golubic,linda noskova,2026-04-09,2026-04-09,1,pinnacle-history-20260409-230929.csv,player1
ATP,unresolved_full_name,Viktorija Golubic,Marie Bouzkova,viktorija golubic,marie bouzkova,2026-04-11,2026-04-11,1,pinnacle-history-20260411-090938.csv,player1
ATP,unresolved_full_name,Vilius Gaubas,Joao Reis Da Silva,vilius gaubas,joao reis da silva,2026-05-19,2026-05-20,38,pinnacle-history-20260519-113438.csv|pinnacle-history-20260519-120617.csv|pinnacle-history-20260519-123436.csv|pinnacle-history-20260519-130433.csv|pinnacle-history-20260519-133433.csv|pinnacle-history-20260519-140431.csv|pinnacle-history-20260519-143436.csv|pinnacle-history-20260519-150719.csv|pinnacle-history-20260519-153856.csv|pinnacle-history-20260519-163511.csv|pinnacle-history-20260519-170825.csv|pinnacle-history-20260519-173512.csv|pinnacle-history-20260519-180612.csv|pinnacle-history-20260519-183549.csv|pinnacle-history-20260519-190605.csv|pinnacle-history-20260519-193625.csv|pinnacle-history-20260519-200448.csv|pinnacle-history-20260519-203642.csv|pinnacle-history-20260519-210547.csv|pinnacle-history-20260519-213628.csv|pinnacle-history-20260519-220447.csv|pinnacle-history-20260519-223633.csv|pinnacle-history-20260519-231022.csv|pinnacle-history-20260519-234143.csv|pinnacle-history-20260520-000713.csv|pinnacle-history-20260520-004117.csv|pinnacle-history-20260520-093825.csv|pinnacle-history-20260520-094857.csv|pinnacle-history-20260520-101901.csv|pinnacle-history-20260520-104858.csv|pinnacle-history-20260520-111912.csv|pinnacle-history-20260520-114857.csv|pinnacle-history-20260520-121900.csv|pinnacle-history-20260520-124859.csv|pinnacle-history-20260520-131902.csv|pinnacle-history-20260520-134859.csv|pinnacle-history-20260520-141858.csv|pinnacle-history-20260520-144859.csv,player2
ATP,unresolved_full_name,Yibing Wu,Manas Dhamne,yibing wu,manas dhamne,2026-04-19,2026-04-20,12,pinnacle-history-20260419-175148.csv|pinnacle-history-20260419-180023.csv|pinnacle-history-20260419-183124.csv|pinnacle-history-20260419-200026.csv|pinnacle-history-20260419-210043.csv|pinnacle-history-20260419-211952.csv|pinnacle-history-20260419-215818.csv|pinnacle-history-20260419-223216.csv|pinnacle-history-20260419-233323.csv|pinnacle-history-20260419-234613.csv|pinnacle-history-20260420-093815.csv|pinnacle-history-20260420-095533.csv,player2
ATP,unresolved_full_name,Yulia Putintseva,Bianca Andreescu,yulia putintseva,bianca andreescu,2026-04-11,2026-04-11,1,pinnacle-history-20260411-090938.csv,player1
ATP,unresolved_full_name,Yulia Putintseva,Kayla Cross,yulia putintseva,kayla cross,2026-04-09,2026-04-09,1,pinnacle-history-20260409-230929.csv,player1
ATP,unresolved_full_name,Zizou Bergs,Jaume Munar,zizou bergs,jaume munar,2026-06-21,2026-06-22,59,pinnacle-history-20260621-102127.csv|pinnacle-history-20260621-102314.csv|pinnacle-history-20260621-105118.csv|pinnacle-history-20260621-105315.csv|pinnacle-history-20260621-112120.csv|pinnacle-history-20260621-112318.csv|pinnacle-history-20260621-115123.csv|pinnacle-history-20260621-115322.csv|pinnacle-history-20260621-122126.csv|pinnacle-history-20260621-122318.csv|pinnacle-history-20260621-125120.csv|pinnacle-history-20260621-125316.csv|pinnacle-history-20260621-132117.csv|pinnacle-history-20260621-132314.csv|pinnacle-history-20260621-135117.csv|pinnacle-history-20260621-135315.csv|pinnacle-history-20260621-142120.csv|pinnacle-history-20260621-142315.csv|pinnacle-history-20260621-145118.csv|pinnacle-history-20260621-145314.csv|pinnacle-history-20260621-152117.csv|pinnacle-history-20260621-152320.csv|pinnacle-history-20260621-155116.csv|pinnacle-history-20260621-155313.csv|pinnacle-history-20260621-162114.csv|pinnacle-history-20260621-162313.csv|pinnacle-history-20260621-165121.csv|pinnacle-history-20260621-232120.csv|pinnacle-history-20260621-235116.csv|pinnacle-history-20260622-002117.csv|pinnacle-history-20260622-091352.csv|pinnacle-history-20260622-092116.csv|pinnacle-history-20260622-094334.csv|pinnacle-history-20260622-095117.csv|pinnacle-history-20260622-101331.csv|pinnacle-history-20260622-102117.csv|pinnacle-history-20260622-104331.csv|pinnacle-history-20260622-105116.csv|pinnacle-history-20260622-111334.csv|pinnacle-history-20260622-112115.csv|pinnacle-history-20260622-114332.csv|pinnacle-history-20260622-115118.csv|pinnacle-history-20260622-121334.csv|pinnacle-history-20260622-122115.csv|pinnacle-history-20260622-124329.csv|pinnacle-history-20260622-125116.csv|pinnacle-history-20260622-131331.csv|pinnacle-history-20260622-132116.csv|pinnacle-history-20260622-134331.csv|pinnacle-history-20260622-135114.csv|pinnacle-history-20260622-141331.csv|pinnacle-history-20260622-142114.csv|pinnacle-history-20260622-144331.csv|pinnacle-history-20260622-151331.csv|pinnacle-history-20260622-154332.csv|pinnacle-history-20260622-161332.csv|pinnacle-history-20260622-164338.csv|pinnacle-history-20260622-171335.csv|pinnacle-history-20260622-174332.csv,player2
ATP,unresolved_full_name,Zizou Bergs,Taylor Fritz,zizou bergs,taylor fritz,2026-06-15,2026-06-17,61,pinnacle-history-20260615-114325.csv|pinnacle-history-20260615-115054.csv|pinnacle-history-20260615-121323.csv|pinnacle-history-20260615-124330.csv|pinnacle-history-20260615-125050.csv|pinnacle-history-20260615-131325.csv|pinnacle-history-20260615-132053.csv|pinnacle-history-20260615-134325.csv|pinnacle-history-20260615-135048.csv|pinnacle-history-20260615-141324.csv|pinnacle-history-20260615-142047.csv|pinnacle-history-20260615-144327.csv|pinnacle-history-20260615-145051.csv|pinnacle-history-20260615-151324.csv|pinnacle-history-20260615-152050.csv|pinnacle-history-20260615-154330.csv|pinnacle-history-20260615-155050.csv|pinnacle-history-20260615-161325.csv|pinnacle-history-20260615-162048.csv|pinnacle-history-20260615-164328.csv|pinnacle-history-20260615-165054.csv|pinnacle-history-20260615-171323.csv|pinnacle-history-20260615-172047.csv|pinnacle-history-20260615-174323.csv|pinnacle-history-20260615-175048.csv|pinnacle-history-20260615-181326.csv|pinnacle-history-20260615-182048.csv|pinnacle-history-20260615-184325.csv|pinnacle-history-20260615-185049.csv|pinnacle-history-20260615-191325.csv|pinnacle-history-20260615-194325.csv|pinnacle-history-20260615-201327.csv|pinnacle-history-20260615-204324.csv|pinnacle-history-20260615-211328.csv|pinnacle-history-20260615-213825.csv|pinnacle-history-20260615-214321.csv|pinnacle-history-20260615-221326.csv|pinnacle-history-20260615-224322.csv|pinnacle-history-20260615-231325.csv|pinnacle-history-20260615-234323.csv|pinnacle-history-20260616-084326.csv|pinnacle-history-20260616-084744.csv|pinnacle-history-20260616-091031.csv|pinnacle-history-20260616-091740.csv|pinnacle-history-20260616-094739.csv|pinnacle-history-20260616-101739.csv|pinnacle-history-20260616-184742.csv|pinnacle-history-20260616-191737.csv|pinnacle-history-20260616-194737.csv|pinnacle-history-20260616-201739.csv|pinnacle-history-20260616-204738.csv|pinnacle-history-20260616-211737.csv|pinnacle-history-20260616-213817.csv|pinnacle-history-20260616-214737.csv|pinnacle-history-20260616-221738.csv|pinnacle-history-20260616-224738.csv|pinnacle-history-20260616-231737.csv|pinnacle-history-20260616-234737.csv|pinnacle-history-20260617-090059.csv|pinnacle-history-20260617-092242.csv|pinnacle-history-20260617-093049.csv,player2
ATP,unscorable_result,Adolfo Daniel Vallejo,Moise Kouame,adolfo daniel vallejo,moise kouame,2026-05-26,2026-05-28,42,pinnacle-history-20260526-181310.csv|pinnacle-history-20260526-185136.csv|pinnacle-history-20260526-191456.csv|pinnacle-history-20260526-195111.csv|pinnacle-history-20260526-201946.csv|pinnacle-history-20260526-211310.csv|pinnacle-history-20260526-214310.csv|pinnacle-history-20260526-221835.csv|pinnacle-history-20260526-224315.csv|pinnacle-history-20260526-234130.csv|pinnacle-history-20260527-085629.csv|pinnacle-history-20260527-093910.csv|pinnacle-history-20260527-095414.csv|pinnacle-history-20260527-102405.csv|pinnacle-history-20260527-105411.csv|pinnacle-history-20260527-112626.csv|pinnacle-history-20260527-115417.csv|pinnacle-history-20260527-122610.csv|pinnacle-history-20260527-125415.csv|pinnacle-history-20260527-132409.csv|pinnacle-history-20260527-142407.csv|pinnacle-history-20260527-145410.csv|pinnacle-history-20260527-152446.csv|pinnacle-history-20260527-155412.csv|pinnacle-history-20260527-162412.csv|pinnacle-history-20260527-165411.csv|pinnacle-history-20260527-172412.csv|pinnacle-history-20260527-175415.csv|pinnacle-history-20260527-182411.csv|pinnacle-history-20260527-185414.csv|pinnacle-history-20260527-192421.csv|pinnacle-history-20260527-195415.csv|pinnacle-history-20260527-202409.csv|pinnacle-history-20260527-205415.csv|pinnacle-history-20260527-212420.csv|pinnacle-history-20260527-215411.csv|pinnacle-history-20260527-222557.csv|pinnacle-history-20260527-225429.csv|pinnacle-history-20260527-230259.csv|pinnacle-history-20260527-232414.csv|pinnacle-history-20260528-090359.csv|pinnacle-history-20260528-091022.csv,6-3 7-5 3-6 2-6 7-6(8)
ATP,unscorable_result,Aleksandar Kovacevic,Rei Sakamoto,aleksandar kovacevic,rei sakamoto,2026-03-18,2026-03-20,6,pinnacle-history-20260318-000205.csv|pinnacle-history-20260318-110739.csv|pinnacle-history-20260319-000253.csv|pinnacle-history-20260319-110605.csv|pinnacle-history-20260320-000206.csv|pinnacle-history-20260320-110719.csv,6-4 3-6 7-6(7)
ATP,unscorable_result,Alex Barrena,Alexis Galarneau,alex barrena,alexis galarneau,2026-05-17,2026-05-18,18,pinnacle-history-20260517-203015.csv|pinnacle-history-20260517-210230.csv|pinnacle-history-20260517-213015.csv|pinnacle-history-20260517-220145.csv|pinnacle-history-20260517-223012.csv|pinnacle-history-20260517-230306.csv|pinnacle-history-20260518-085007.csv|pinnacle-history-20260518-090822.csv|pinnacle-history-20260518-092008.csv|pinnacle-history-20260518-095016.csv|pinnacle-history-20260518-102025.csv|pinnacle-history-20260518-105008.csv|pinnacle-history-20260518-112006.csv|pinnacle-history-20260518-122010.csv|pinnacle-history-20260518-125009.csv|pinnacle-history-20260518-132011.csv|pinnacle-history-20260518-135008.csv|pinnacle-history-20260518-145016.csv,2-6 6-3 7-6(7)
ATP,unscorable_result,Alex Molcan,Felix Gill,alex molcan,felix gill,2026-05-19,2026-05-20,17,pinnacle-history-20260519-213628.csv|pinnacle-history-20260519-220447.csv|pinnacle-history-20260519-223633.csv|pinnacle-history-20260519-231022.csv|pinnacle-history-20260519-234143.csv|pinnacle-history-20260520-000713.csv|pinnacle-history-20260520-004117.csv|pinnacle-history-20260520-093825.csv|pinnacle-history-20260520-094857.csv|pinnacle-history-20260520-101901.csv|pinnacle-history-20260520-104858.csv|pinnacle-history-20260520-111912.csv|pinnacle-history-20260520-114857.csv|pinnacle-history-20260520-121900.csv|pinnacle-history-20260520-124859.csv|pinnacle-history-20260520-131902.csv|pinnacle-history-20260520-134859.csv,2-6 7-5 7-6(9)
ATP,unscorable_result,Alexander Blockx,Luciano Darderi,alexander blockx,luciano darderi,2026-07-25,2026-07-25,16,pinnacle-history-20260725-091419.csv|pinnacle-history-20260725-093146.csv|pinnacle-history-20260725-094409.csv|pinnacle-history-20260725-100147.csv|pinnacle-history-20260725-101410.csv|pinnacle-history-20260725-103146.csv|pinnacle-history-20260725-104409.csv|pinnacle-history-20260725-110145.csv|pinnacle-history-20260725-111410.csv|pinnacle-history-20260725-113149.csv|pinnacle-history-20260725-114408.csv|pinnacle-history-20260725-173143.csv|pinnacle-history-20260725-174408.csv|pinnacle-history-20260725-181407.csv|pinnacle-history-20260725-183145.csv|pinnacle-history-20260725-184407.csv,5-7 7-6(1) 7-6(5)
ATP,unscorable_result,Alexander Shevchenko,Andrea Pellegrino,alexander shevchenko,andrea pellegrino,2026-04-03,2026-04-04,11,pinnacle-history-20260403-232841.csv|pinnacle-history-20260403-233031.csv|pinnacle-history-20260404-080016.csv|pinnacle-history-20260404-090132.csv|pinnacle-history-20260404-093018.csv|pinnacle-history-20260404-100813.csv|pinnacle-history-20260404-103041.csv|pinnacle-history-20260404-110021.csv|pinnacle-history-20260404-113033.csv|pinnacle-history-20260404-120025.csv|pinnacle-history-20260404-123040.csv,6-0 ret.
ATP,unscorable_result,Alexandre Muller,Rafael Jodar,alexandre muller,rafael jodar,2026-04-03,2026-04-03,12,pinnacle-history-20260403-083010.csv|pinnacle-history-20260403-090015.csv|pinnacle-history-20260403-091834.csv|pinnacle-history-20260403-100015.csv|pinnacle-history-20260403-103034.csv|pinnacle-history-20260403-110043.csv|pinnacle-history-20260403-113047.csv|pinnacle-history-20260403-113751.csv|pinnacle-history-20260403-115005.csv|pinnacle-history-20260403-120030.csv|pinnacle-history-20260403-123019.csv|pinnacle-history-20260403-130028.csv,6-2 2-0 ret.
ATP,unscorable_result,Alexandre Muller,Stefanos Tsitsipas,alexandre muller,stefanos tsitsipas,2026-05-22,2026-05-26,129,pinnacle-history-20260522-001340.csv|pinnacle-history-20260522-091257.csv|pinnacle-history-20260522-092730.csv|pinnacle-history-20260522-094758.csv|pinnacle-history-20260522-102401.csv|pinnacle-history-20260522-104907.csv|pinnacle-history-20260522-111916.csv|pinnacle-history-20260522-114830.csv|pinnacle-history-20260522-122004.csv|pinnacle-history-20260522-125159.csv|pinnacle-history-20260522-132114.csv|pinnacle-history-20260522-134902.csv|pinnacle-history-20260522-142651.csv|pinnacle-history-20260522-144802.csv|pinnacle-history-20260522-151824.csv|pinnacle-history-20260522-154756.csv|pinnacle-history-20260522-161753.csv|pinnacle-history-20260522-164756.csv|pinnacle-history-20260522-171828.csv|pinnacle-history-20260522-174754.csv|pinnacle-history-20260522-181755.csv|pinnacle-history-20260522-184756.csv|pinnacle-history-20260522-191759.csv|pinnacle-history-20260522-194755.csv|pinnacle-history-20260522-201755.csv|pinnacle-history-20260522-204758.csv|pinnacle-history-20260522-211808.csv|pinnacle-history-20260522-214809.csv|pinnacle-history-20260522-221758.csv|pinnacle-history-20260522-224756.csv|pinnacle-history-20260522-230034.csv|pinnacle-history-20260523-071652.csv|pinnacle-history-20260523-071756.csv|pinnacle-history-20260523-074649.csv|pinnacle-history-20260523-074751.csv|pinnacle-history-20260523-081649.csv|pinnacle-history-20260523-081751.csv|pinnacle-history-20260523-084648.csv|pinnacle-history-20260523-084750.csv|pinnacle-history-20260523-090813.csv|pinnacle-history-20260523-091649.csv|pinnacle-history-20260523-094648.csv|pinnacle-history-20260523-101712.csv|pinnacle-history-20260523-104654.csv|pinnacle-history-20260523-112104.csv|pinnacle-history-20260523-114705.csv|pinnacle-history-20260523-122415.csv|pinnacle-history-20260523-125217.csv|pinnacle-history-20260523-131818.csv|pinnacle-history-20260523-134650.csv|pinnacle-history-20260523-141820.csv|pinnacle-history-20260523-144650.csv|pinnacle-history-20260523-151747.csv|pinnacle-history-20260523-155134.csv|pinnacle-history-20260523-191947.csv|pinnacle-history-20260523-194650.csv|pinnacle-history-20260523-201732.csv|pinnacle-history-20260523-204649.csv|pinnacle-history-20260523-211659.csv|pinnacle-history-20260523-214653.csv|pinnacle-history-20260523-221653.csv|pinnacle-history-20260523-224652.csv|pinnacle-history-20260523-230137.csv|pinnacle-history-20260524-083840.csv|pinnacle-history-20260524-085807.csv|pinnacle-history-20260524-091103.csv|pinnacle-history-20260524-092804.csv|pinnacle-history-20260524-095803.csv|pinnacle-history-20260524-102808.csv|pinnacle-history-20260524-105805.csv|pinnacle-history-20260524-112804.csv|pinnacle-history-20260524-115804.csv|pinnacle-history-20260524-182811.csv|pinnacle-history-20260524-185954.csv|pinnacle-history-20260524-192834.csv|pinnacle-history-20260524-200030.csv|pinnacle-history-20260524-202856.csv|pinnacle-history-20260524-210110.csv|pinnacle-history-20260524-212921.csv|pinnacle-history-20260524-215909.csv|pinnacle-history-20260524-222926.csv|pinnacle-history-20260524-230138.csv|pinnacle-history-20260525-083611.csv|pinnacle-history-20260525-085808.csv|pinnacle-history-20260525-090913.csv|pinnacle-history-20260525-092806.csv|pinnacle-history-20260525-093611.csv|pinnacle-history-20260525-095804.csv|pinnacle-history-20260525-100621.csv|pinnacle-history-20260525-102818.csv|pinnacle-history-20260525-103710.csv|pinnacle-history-20260525-105908.csv|pinnacle-history-20260525-110640.csv|pinnacle-history-20260525-112935.csv|pinnacle-history-20260525-113858.csv|pinnacle-history-20260525-115811.csv|pinnacle-history-20260525-120609.csv|pinnacle-history-20260525-122807.csv|pinnacle-history-20260525-123613.csv|pinnacle-history-20260525-125806.csv|pinnacle-history-20260525-130626.csv|pinnacle-history-20260525-132955.csv|pinnacle-history-20260525-133920.csv|pinnacle-history-20260525-135814.csv|pinnacle-history-20260525-140629.csv|pinnacle-history-20260525-142807.csv|pinnacle-history-20260525-143618.csv|pinnacle-history-20260525-150620.csv|pinnacle-history-20260525-190610.csv|pinnacle-history-20260525-193609.csv|pinnacle-history-20260525-200616.csv|pinnacle-history-20260525-203611.csv|pinnacle-history-20260525-210737.csv|pinnacle-history-20260525-213608.csv|pinnacle-history-20260525-220848.csv|pinnacle-history-20260525-223613.csv|pinnacle-history-20260525-230523.csv|pinnacle-history-20260526-084308.csv|pinnacle-history-20260526-091359.csv|pinnacle-history-20260526-093917.csv|pinnacle-history-20260526-094309.csv|pinnacle-history-20260526-100613.csv|pinnacle-history-20260526-101340.csv|pinnacle-history-20260526-103614.csv|pinnacle-history-20260526-104310.csv|pinnacle-history-20260526-110608.csv|pinnacle-history-20260526-111313.csv|pinnacle-history-20260526-113613.csv|pinnacle-history-20260526-114312.csv,6-2 3-0 ret.
